component	upstream_path_or_repo	git_commit	copied_to	size_bytes	sha256	maintained_size_bytes	maintained_sha256	notes
paper-frozen	paper-source.zip!/data/original/artifacts/exp11/exp11_shape_bias_ViT_B16_residuals.npz		data/frozen/vision/artifacts/exp11/exp11_shape_bias_ViT_B16_residuals.npz	3518	c7879eb1958e271bdaef44c2068e50bab030a7552eb89a2c6ca028a6755f3d7f	3518	c7879eb1958e271bdaef44c2068e50bab030a7552eb89a2c6ca028a6755f3d7f	byte-identical copy
paper-frozen	paper-source.zip!/data/original/artifacts/exp11/exp11_texture_natural_ConvNeXtTiny_residuals.npz		data/frozen/vision/artifacts/exp11/exp11_texture_natural_ConvNeXtTiny_residuals.npz	3528	e9351d7722083225b1b6f462153e08de341bd5017cf3f6de0c5d01af557a0389	3528	e9351d7722083225b1b6f462153e08de341bd5017cf3f6de0c5d01af557a0389	byte-identical copy
paper-frozen	paper-source.zip!/data/original/artifacts/exp11/exp11_texture_natural_EfficientNetB0_residuals.npz		data/frozen/vision/artifacts/exp11/exp11_texture_natural_EfficientNetB0_residuals.npz	3532	824c2b65323c640751a3dc851ef663a613d6e44f2cf09ea2dbdced776978bb18	3532	824c2b65323c640751a3dc851ef663a613d6e44f2cf09ea2dbdced776978bb18	byte-identical copy
paper-frozen	paper-source.zip!/data/original/artifacts/exp11/exp11_texture_natural_ResNet50_residuals.npz		data/frozen/vision/artifacts/exp11/exp11_texture_natural_ResNet50_residuals.npz	3486	7c0ffed424f99fc8debf1f6b81200706d879081e5a02761c75e2d136eb33067a	3486	7c0ffed424f99fc8debf1f6b81200706d879081e5a02761c75e2d136eb33067a	byte-identical copy
paper-frozen	paper-source.zip!/data/original/artifacts/exp11/exp11_texture_natural_ShapeResNet50_SININ_residuals.npz		data/frozen/vision/artifacts/exp11/exp11_texture_natural_ShapeResNet50_SININ_residuals.npz	3530	23da18e7c1f796fe09bc2b2e244ea31e1401e71179c0289b5c97eb462b0d12bc	3530	23da18e7c1f796fe09bc2b2e244ea31e1401e71179c0289b5c97eb462b0d12bc	byte-identical copy
paper-frozen	paper-source.zip!/data/original/artifacts/exp11/exp11_texture_natural_ShapeResNet50_SIN_residuals.npz		data/frozen/vision/artifacts/exp11/exp11_texture_natural_ShapeResNet50_SIN_residuals.npz	3505	af572c774d3e196dcdc1f407ca64412e318174ae087b3a4f4790744cfa0f8b97	3505	af572c774d3e196dcdc1f407ca64412e318174ae087b3a4f4790744cfa0f8b97	byte-identical copy
paper-frozen	paper-source.zip!/data/original/artifacts/exp11/exp11_texture_natural_ShapeResNet50_ShapeResNet_residuals.npz		data/frozen/vision/artifacts/exp11/exp11_texture_natural_ShapeResNet50_ShapeResNet_residuals.npz	3511	436a89ef9f380f74eea550e5aa66f9ca543c99c98aa8dccf8d720d0afba0fba8	3511	436a89ef9f380f74eea550e5aa66f9ca543c99c98aa8dccf8d720d0afba0fba8	byte-identical copy
paper-frozen	paper-source.zip!/data/original/artifacts/exp11/exp11_texture_natural_ViT_B16_residuals.npz		data/frozen/vision/artifacts/exp11/exp11_texture_natural_ViT_B16_residuals.npz	3532	16ee6c6e1d876dd98ee7eb9185eb0e7aac093e2a93b501b9e079a12c7ac344dc	3532	16ee6c6e1d876dd98ee7eb9185eb0e7aac093e2a93b501b9e079a12c7ac344dc	byte-identical copy
paper-frozen	paper-source.zip!/data/original/artifacts/exp12/exp12_shape_bias_ConvNeXtTiny_residuals.npz		data/frozen/vision/artifacts/exp12/exp12_shape_bias_ConvNeXtTiny_residuals.npz	3511	41f7a6e1ec905cee86aba3eaae1b96f63e2842517c1b732fb33785f9260b7667	3511	41f7a6e1ec905cee86aba3eaae1b96f63e2842517c1b732fb33785f9260b7667	byte-identical copy
paper-frozen	paper-source.zip!/data/original/artifacts/exp12/exp12_shape_bias_EfficientNetB0_residuals.npz		data/frozen/vision/artifacts/exp12/exp12_shape_bias_EfficientNetB0_residuals.npz	3499	869de338fbb65788ccbcea3a8469686766d69dcd8d750384480479d3570725d8	3499	869de338fbb65788ccbcea3a8469686766d69dcd8d750384480479d3570725d8	byte-identical copy
paper-frozen	paper-source.zip!/data/original/artifacts/exp12/exp12_shape_bias_ResNet50_residuals.npz		data/frozen/vision/artifacts/exp12/exp12_shape_bias_ResNet50_residuals.npz	3498	0d4fad8a8856715a533f1c69dbf53700b2a8d55a5fe2aed8eacd02c45169d843	3498	0d4fad8a8856715a533f1c69dbf53700b2a8d55a5fe2aed8eacd02c45169d843	byte-identical copy
paper-frozen	paper-source.zip!/data/original/artifacts/exp12/exp12_shape_bias_ShapeResNet50_SININ_residuals.npz		data/frozen/vision/artifacts/exp12/exp12_shape_bias_ShapeResNet50_SININ_residuals.npz	3484	039c359cfd903e4a802a5aeddc10433f30cc3803743958130003d2cb3fec4539	3484	039c359cfd903e4a802a5aeddc10433f30cc3803743958130003d2cb3fec4539	byte-identical copy
paper-frozen	paper-source.zip!/data/original/artifacts/exp12/exp12_shape_bias_ShapeResNet50_SIN_residuals.npz		data/frozen/vision/artifacts/exp12/exp12_shape_bias_ShapeResNet50_SIN_residuals.npz	3484	2bc5d07524355065d9750eca92c4ef24eb8af9270d4ac917b5951afc4ce32f96	3484	2bc5d07524355065d9750eca92c4ef24eb8af9270d4ac917b5951afc4ce32f96	byte-identical copy
paper-frozen	paper-source.zip!/data/original/artifacts/exp12/exp12_shape_bias_ShapeResNet50_ShapeResNet_residuals.npz		data/frozen/vision/artifacts/exp12/exp12_shape_bias_ShapeResNet50_ShapeResNet_residuals.npz	3483	f927b1f40c8544e35df2c9829022170c465efdcba75f102a6977c9c58e592d7c	3483	f927b1f40c8544e35df2c9829022170c465efdcba75f102a6977c9c58e592d7c	byte-identical copy
paper-frozen	paper-source.zip!/data/original/artifacts/exp12/exp12_shape_bias_ViT_B16_residuals.npz		data/frozen/vision/artifacts/exp12/exp12_shape_bias_ViT_B16_residuals.npz	3512	92f2986f11020b5eb20ad01a60812ba07d9551e5828bfecb568e2641e91d530b	3512	92f2986f11020b5eb20ad01a60812ba07d9551e5828bfecb568e2641e91d530b	byte-identical copy
paper-frozen	paper-source.zip!/data/original/artifacts/exp12/exp12_texture_natural_ConvNeXtTiny_residuals.npz		data/frozen/vision/artifacts/exp12/exp12_texture_natural_ConvNeXtTiny_residuals.npz	3528	1de5f1d543000665acaccc5fa2e879b1748560df6621fd6ff54770f24bebd653	3528	1de5f1d543000665acaccc5fa2e879b1748560df6621fd6ff54770f24bebd653	byte-identical copy
paper-frozen	paper-source.zip!/data/original/artifacts/exp12/exp12_texture_natural_EfficientNetB0_residuals.npz		data/frozen/vision/artifacts/exp12/exp12_texture_natural_EfficientNetB0_residuals.npz	3492	6b947effe1c5ab206304165348ce058e71108053cf5d338f2bca305dd8983a41	3492	6b947effe1c5ab206304165348ce058e71108053cf5d338f2bca305dd8983a41	byte-identical copy
paper-frozen	paper-source.zip!/data/original/artifacts/exp12/exp12_texture_natural_ResNet50_residuals.npz		data/frozen/vision/artifacts/exp12/exp12_texture_natural_ResNet50_residuals.npz	3487	f622d2f71b566cd6302807f2c27a1bd4ecd7665d6b2b3a80cfa4f98047b08e93	3487	f622d2f71b566cd6302807f2c27a1bd4ecd7665d6b2b3a80cfa4f98047b08e93	byte-identical copy
paper-frozen	paper-source.zip!/data/original/artifacts/exp12/exp12_texture_natural_ShapeResNet50_SININ_residuals.npz		data/frozen/vision/artifacts/exp12/exp12_texture_natural_ShapeResNet50_SININ_residuals.npz	3530	3be1bca81725e3711a0afd46d686d1afa634a54c33edb21f9d15521c9c7072c3	3530	3be1bca81725e3711a0afd46d686d1afa634a54c33edb21f9d15521c9c7072c3	byte-identical copy
paper-frozen	paper-source.zip!/data/original/artifacts/exp12/exp12_texture_natural_ShapeResNet50_SIN_residuals.npz		data/frozen/vision/artifacts/exp12/exp12_texture_natural_ShapeResNet50_SIN_residuals.npz	3506	960a1da22e344f4336ce4732424a7f8ebfcc988de1175eda6663b04c9cb52bc0	3506	960a1da22e344f4336ce4732424a7f8ebfcc988de1175eda6663b04c9cb52bc0	byte-identical copy
paper-frozen	paper-source.zip!/data/original/artifacts/exp12/exp12_texture_natural_ShapeResNet50_ShapeResNet_residuals.npz		data/frozen/vision/artifacts/exp12/exp12_texture_natural_ShapeResNet50_ShapeResNet_residuals.npz	3491	479cbf8ef87c97a15a74246aba068fcf56436ab4a4b7b4f3301d40c01853448e	3491	479cbf8ef87c97a15a74246aba068fcf56436ab4a4b7b4f3301d40c01853448e	byte-identical copy
paper-frozen	paper-source.zip!/data/original/artifacts/exp12/exp12_texture_natural_ViT_B16_residuals.npz		data/frozen/vision/artifacts/exp12/exp12_texture_natural_ViT_B16_residuals.npz	3528	34307fbb2d7aa47f292c3a71c3c22c2b26ab52de85968ae55e88cd887d9291e9	3528	34307fbb2d7aa47f292c3a71c3c22c2b26ab52de85968ae55e88cd887d9291e9	byte-identical copy
paper-frozen	paper-source.zip!/data/original/artifacts/exp13/exp13_geometry_ShapeResNet50_SININ_shape_bias.npz		data/frozen/vision/artifacts/exp13/exp13_geometry_ShapeResNet50_SININ_shape_bias.npz	7902	abcc6b0c16b8ece1e023564f9ba03551819b3588377157622e9fb66ea21ae9e0	7902	abcc6b0c16b8ece1e023564f9ba03551819b3588377157622e9fb66ea21ae9e0	byte-identical copy
paper-frozen	paper-source.zip!/data/original/artifacts/exp13/exp13_geometry_ShapeResNet50_SININ_texture_natural.npz		data/frozen/vision/artifacts/exp13/exp13_geometry_ShapeResNet50_SININ_texture_natural.npz	9485	14a80e22fdc778a55aa8d14370701a83b16f6e897bef35b9115dd43f01fd11ea	9485	14a80e22fdc778a55aa8d14370701a83b16f6e897bef35b9115dd43f01fd11ea	byte-identical copy
paper-frozen	paper-source.zip!/data/original/artifacts/exp13/exp13_geometry_ShapeResNet50_SIN_shape_bias.npz		data/frozen/vision/artifacts/exp13/exp13_geometry_ShapeResNet50_SIN_shape_bias.npz	7897	118facb9febd47123c6efdb3615c996ca779476f3ae483f0a5a0d700047f835e	7897	118facb9febd47123c6efdb3615c996ca779476f3ae483f0a5a0d700047f835e	byte-identical copy
paper-frozen	paper-source.zip!/data/original/artifacts/exp13/exp13_geometry_ShapeResNet50_SIN_texture_natural.npz		data/frozen/vision/artifacts/exp13/exp13_geometry_ShapeResNet50_SIN_texture_natural.npz	9482	936bce6153ecdceb4d3135ce6dce444d840dd16ab4a45e5312c913933a763616	9482	936bce6153ecdceb4d3135ce6dce444d840dd16ab4a45e5312c913933a763616	byte-identical copy
paper-frozen	paper-source.zip!/data/original/artifacts/exp13/exp13_geometry_ShapeResNet50_ShapeResNet_shape_bias.npz		data/frozen/vision/artifacts/exp13/exp13_geometry_ShapeResNet50_ShapeResNet_shape_bias.npz	7895	9e2957ad037165b338e14b164f4f58c0f0aacbfcbb2483c4383f7612642bf12f	7895	9e2957ad037165b338e14b164f4f58c0f0aacbfcbb2483c4383f7612642bf12f	byte-identical copy
paper-frozen	paper-source.zip!/data/original/artifacts/exp13/exp13_geometry_ShapeResNet50_ShapeResNet_texture_natural.npz		data/frozen/vision/artifacts/exp13/exp13_geometry_ShapeResNet50_ShapeResNet_texture_natural.npz	9476	8e99141ec62af841388f01da2bb9cd4348c0d6bd92d09fd8134f2959b1c4974c	9476	8e99141ec62af841388f01da2bb9cd4348c0d6bd92d09fd8134f2959b1c4974c	byte-identical copy
paper-frozen	paper-source.zip!/data/original/tables/exp10_imagenet_adv_pier.csv		data/frozen/vision/tables/exp10_imagenet_adv_pier.csv	1782	a496520f38f6a09220f8cf4afedc68a4338bcced10025812dff764784671ad2f	1782	a496520f38f6a09220f8cf4afedc68a4338bcced10025812dff764784671ad2f	byte-identical copy
paper-frozen	paper-source.zip!/data/original/tables/exp11_shape_texture_pier.csv		data/frozen/vision/tables/exp11_shape_texture_pier.csv	1675	6d348c72d83da0533458e738cac31b274220953ef2e4737bf6aa32b779af0af9	1675	6d348c72d83da0533458e738cac31b274220953ef2e4737bf6aa32b779af0af9	byte-identical copy
paper-frozen	paper-source.zip!/data/original/tables/exp12_shape_texture_pier_separated.csv		data/frozen/vision/tables/exp12_shape_texture_pier_separated.csv	3448	cd9d57a76e6ab4263b622e70e43302301246c1de0018d78e46f37aea1e1a2179	3448	cd9d57a76e6ab4263b622e70e43302301246c1de0018d78e46f37aea1e1a2179	byte-identical copy
paper-frozen	paper-source.zip!/data/original/tables/exp14_multicity_tabular_summary.csv		data/frozen/traffic/tables/exp14_multicity_tabular_summary.csv	16173	a62a135b13518432af5c242f3e95a2e481d8cd750021e658e292cb94d5d76700	16173	a62a135b13518432af5c242f3e95a2e481d8cd750021e658e292cb94d5d76700	byte-identical copy
paper-frozen	paper-source.zip!/data/original/tables/exp14_multicity_tabular_summary_peer_weights_long.csv		data/frozen/traffic/tables/exp14_multicity_tabular_summary_peer_weights_long.csv	61667	3f47367b6c526573d794a48ca528747cd119db2b22eaecc4e25bdaaa9bdaed9f	61667	3f47367b6c526573d794a48ca528747cd119db2b22eaecc4e25bdaaa9bdaed9f	byte-identical copy
paper-frozen	paper-source.zip!/data/original/tables/exp1_scaling_law.csv		data/frozen/synthetic_legacy/tables/exp1_scaling_law.csv	50545	c2e5bd515e27d1442a9c05712d528ca21e6dbf14530d0fbe7c846bca3b16e115	50545	c2e5bd515e27d1442a9c05712d528ca21e6dbf14530d0fbe7c846bca3b16e115	byte-identical copy
paper-frozen	paper-source.zip!/data/original/tables/exp2_saturation.csv		data/frozen/synthetic_legacy/tables/exp2_saturation.csv	119918	f4f98503e17ea5c2283bd9601c25870f850b054473408b4b90f1f7588b6a78c2	119918	f4f98503e17ea5c2283bd9601c25870f850b054473408b4b90f1f7588b6a78c2	byte-identical copy
paper-frozen	paper-source.zip!/data/original/tables/exp3_shapley.csv		data/frozen/synthetic_legacy/tables/exp3_shapley.csv	410	9c0747e37a90d941134c5f22bb0ade4540792c444963a9c9ea24b4288d89ab1c	410	9c0747e37a90d941134c5f22bb0ade4540792c444963a9c9ea24b4288d89ab1c	byte-identical copy
paper-frozen	paper-source.zip!/data/original/tables/exp4_bert_disco_dosesplit.csv		data/frozen/bert_legacy/tables/exp4_bert_disco_dosesplit.csv	2283	211ef7fca15057ffecb402b234b63629788a6b11630f3ee0f9812d678e9d3826	2283	211ef7fca15057ffecb402b234b63629788a6b11630f3ee0f9812d678e9d3826	byte-identical copy
paper-frozen	paper-source.zip!/data/original/tables/exp5_dual_mode_residuals.csv		data/frozen/bert_legacy/tables/exp5_dual_mode_residuals.csv	234299	7274ff6fa321229c5885831f63f86751e32d59241171ed972486ef29d1968914	234299	7274ff6fa321229c5885831f63f86751e32d59241171ed972486ef29d1968914	byte-identical copy
paper-frozen	paper-source.zip!/data/original/tables/exp6_bert_multicontext_pier.csv		data/frozen/bert_legacy/tables/exp6_bert_multicontext_pier.csv	29044	87fe79408890e3ca632d9fb5c5d5e9b7211a558bcd4d31e2d9a59e608edd6986	29044	87fe79408890e3ca632d9fb5c5d5e9b7211a558bcd4d31e2d9a59e608edd6986	byte-identical copy
paper-frozen	paper-source.zip!/data/original/tables/exp7_bert_context_disagreement.csv		data/frozen/bert_legacy/tables/exp7_bert_context_disagreement.csv	27593	89fbaa9696eceb1e7c49df3219c109a1b7986b2008ea6bfb98a62ba161bc4a48	27593	89fbaa9696eceb1e7c49df3219c109a1b7986b2008ea6bfb98a62ba161bc4a48	byte-identical copy
paper-frozen	paper-source.zip!/data/original/tables/exp8_routing_sanity_dose0.csv		data/frozen/bert_legacy/tables/exp8_routing_sanity_dose0.csv	483	2f5d6c2f8a76cfaa3d9c4ed6d59f6bf9a769fa3668bd8890af337f198e54a0d2	483	2f5d6c2f8a76cfaa3d9c4ed6d59f6bf9a769fa3668bd8890af337f198e54a0d2	byte-identical copy
paper-frozen	paper-source.zip!/data/original/tables/exp9_routing_sanity_dose_grid_convex.csv		data/frozen/bert_legacy/tables/exp9_routing_sanity_dose_grid_convex.csv	5662	17bc6487d8162db785e36815d229e53094303e5ed35acabb52d193976713a4d1	5662	17bc6487d8162db785e36815d229e53094303e5ed35acabb52d193976713a4d1	byte-identical copy
paper-frozen	paper-source.zip!/data/table_v23_claim_locking_matrix.csv		data/frozen/llm/v23/table_v23_claim_locking_matrix.csv	4143	c7704951e89f62250ea83b7a60ca767bd8bdc45f20059c47ad9de08e544d76f0	4143	c7704951e89f62250ea83b7a60ca767bd8bdc45f20059c47ad9de08e544d76f0	byte-identical copy
paper-frozen	paper-source.zip!/data/table_v23_distributed_convex_coverage.csv		data/frozen/llm/v23/table_v23_distributed_convex_coverage.csv	5334	7bf44c7d152ada13d3fddf69e3943d7a43d32ebaf508ce08c8c21f03e5f9d1e7	5334	7bf44c7d152ada13d3fddf69e3943d7a43d32ebaf508ce08c8c21f03e5f9d1e7	byte-identical copy
paper-frozen	paper-source.zip!/data/table_v23_endpoint_claim_comparison.csv		data/frozen/llm/v23/table_v23_endpoint_claim_comparison.csv	2928	d2eb7971c0eaeca6259e50562258e95f03a1c2e7f96326a439273b298aecb3cf	2928	d2eb7971c0eaeca6259e50562258e95f03a1c2e7f96326a439273b298aecb3cf	byte-identical copy
paper-frozen	paper-source.zip!/data/table_v23_generation_validation.csv		data/frozen/llm/v23/table_v23_generation_validation.csv	3514	4f1a4228bc4873cc99d7ff740641ad8cf4a362766fe1ded908f81822a02b95b8	3514	4f1a4228bc4873cc99d7ff740641ad8cf4a362766fe1ded908f81822a02b95b8	byte-identical copy
paper-frozen	paper-source.zip!/data/table_v23_sibling_coverage.csv		data/frozen/llm/v23/table_v23_sibling_coverage.csv	1810	8bb2a15c7c12561d75a6aaec84459164a823ba3d63ae5bedd330d3397bc414a0	1810	8bb2a15c7c12561d75a6aaec84459164a823ba3d63ae5bedd330d3397bc414a0	byte-identical copy
paper-frozen	paper-source.zip!/data/v2/control_results.json		data/frozen/llm/v2/control_results.json	6195	68fad9e020ac916abf26309f8105adecc203a9e33587788e58b630c705f19a81	6195	68fad9e020ac916abf26309f8105adecc203a9e33587788e58b630c705f19a81	byte-identical copy
paper-frozen	paper-source.zip!/data/v2/table1_ecosystem_manifest.csv		data/frozen/llm/v2/table1_ecosystem_manifest.csv	1427	1044a3cdaaa1762ab0f20efc139ef968324a8dfa39d5a355a62fdff12f5b673f	1427	1044a3cdaaa1762ab0f20efc139ef968324a8dfa39d5a355a62fdff12f5b673f	byte-identical copy
paper-frozen	paper-source.zip!/data/v2/table2_main_target_audit_summary.csv		data/frozen/llm/v2/table2_main_target_audit_summary.csv	1940	9f9ae68a55544feb950ed1bdb05a200d9eb5e32ac618767f9c0ca0facfe7bed4	1940	9f9ae68a55544feb950ed1bdb05a200d9eb5e32ac618767f9c0ca0facfe7bed4	byte-identical copy
paper-frozen	paper-source.zip!/data/v2/table3_design_representation_sensitivity.csv		data/frozen/llm/v2/table3_design_representation_sensitivity.csv	941	533c6ce5ad1d6d4a1dfac97253e7a8bd7088eaa3ba8f20ef60c6c6d5a5622731	941	533c6ce5ad1d6d4a1dfac97253e7a8bd7088eaa3ba8f20ef60c6c6d5a5622731	byte-identical copy
paper-frozen	paper-source.zip!/data/v2/table4_controls_quality_checks.csv		data/frozen/llm/v2/table4_controls_quality_checks.csv	1025	ee57870c54716da4ec90a9198c132ca552741cb98fb68f2cf2ad43ffb873604c	1025	ee57870c54716da4ec90a9198c132ca552741cb98fb68f2cf2ad43ffb873604c	byte-identical copy
paper-frozen	paper-source.zip!/data/v2/table5_gold_candidates.csv		data/frozen/llm/v2/table5_gold_candidates.csv	864	b222b89ac6874882ebbef7c62c909da13df59ddb5aac3845835886af598ff883	864	b222b89ac6874882ebbef7c62c909da13df59ddb5aac3845835886af598ff883	byte-identical copy
paper-frozen	paper-source.zip!/data/v22/V2_2_CONTROLS.json		data/frozen/llm/v22/V2_2_CONTROLS.json	4572	557d5a3e242b42c4789398dfc7b4c9e0c47005b373e868015bfa243924fd6383	4572	557d5a3e242b42c4789398dfc7b4c9e0c47005b373e868015bfa243924fd6383	byte-identical copy
paper-frozen	paper-source.zip!/data/v22/cancellation_gap_results.parquet		data/frozen/llm/v22/cancellation_gap_results.parquet	88489	e17fbb3996fca34caf0504436819ff5a8833e256f2f91ba8a562bb304cf18da4	88489	e17fbb3996fca34caf0504436819ff5a8833e256f2f91ba8a562bb304cf18da4	byte-identical copy
paper-frozen	paper-source.zip!/data/v22/convexity_bootstrap_summary.csv		data/frozen/llm/v22/convexity_bootstrap_summary.csv	4514	b099d66f3861d11bad75a687e30e254be516dbc42b3b5ea09ffa8c2d5bfb2c74	4514	b099d66f3861d11bad75a687e30e254be516dbc42b3b5ea09ffa8c2d5bfb2c74	byte-identical copy
paper-frozen	paper-source.zip!/data/v22/endpoint_bootstrap_summary.csv		data/frozen/llm/v22/endpoint_bootstrap_summary.csv	4412	31df61ea3461c375006c9d77d297597b3eb909f05882e45e4501265567e2479a	4412	31df61ea3461c375006c9d77d297597b3eb909f05882e45e4501265567e2479a	byte-identical copy
paper-frozen	paper-source.zip!/data/v22/selected_calibrated_bootstrap_summary.csv		data/frozen/llm/v22/selected_calibrated_bootstrap_summary.csv	2488	6a9dba5cd41875871df952bc46ba4a7f01f9e2e57073bdd2e51dd1675e2f2eb2	2488	6a9dba5cd41875871df952bc46ba4a7f01f9e2e57073bdd2e51dd1675e2f2eb2	byte-identical copy
paper-frozen	paper-source.zip!/data/v22/sibling_removal_bootstrap_summary.csv		data/frozen/llm/v22/sibling_removal_bootstrap_summary.csv	2268	871285c6016cfb76597b05b70185e488437ee3a68c58c5c2fa5f9857fd590cda	2268	871285c6016cfb76597b05b70185e488437ee3a68c58c5c2fa5f9857fd590cda	byte-identical copy
paper-frozen	paper-source.zip!/data/v22/table_1_corrected_endpoint_effects.csv		data/frozen/llm/v22/table_1_corrected_endpoint_effects.csv	6215	38e4155b7216ea8abd5ae733eebe4d3960c66f6454f2fdfc9b480a1e9938befb	6215	38e4155b7216ea8abd5ae733eebe4d3960c66f6454f2fdfc9b480a1e9938befb	byte-identical copy
paper-frozen	paper-source.zip!/data/v22/table_2_estimand_decomposition.csv		data/frozen/llm/v22/table_2_estimand_decomposition.csv	23848	fdd9048ef6c6c8c49d753a60aa0ed1f5d16739e4371ab6860fd9cb8fc8f1ad3e	23848	fdd9048ef6c6c8c49d753a60aa0ed1f5d16739e4371ab6860fd9cb8fc8f1ad3e	byte-identical copy
paper-frozen	paper-source.zip!/data/v22/table_3_convexity_gap.csv		data/frozen/llm/v22/table_3_convexity_gap.csv	4317	b50709328208b7c74327856414742fed07c50e0559928b8ef8ba9f5cf02b980a	4317	b50709328208b7c74327856414742fed07c50e0559928b8ef8ba9f5cf02b980a	byte-identical copy
paper-frozen	paper-source.zip!/data/v22/table_4_sibling_coverage.csv		data/frozen/llm/v22/table_4_sibling_coverage.csv	2583	3b2020787852ea8fe336da58e16eced4f7d009ee447fb0fb04583abf3af107ae	2583	3b2020787852ea8fe336da58e16eced4f7d009ee447fb0fb04583abf3af107ae	byte-identical copy
paper-frozen	paper-source.zip!/data/v22/table_5_cancellation_diagnosis.csv		data/frozen/llm/v22/table_5_cancellation_diagnosis.csv	13535	160d68ec5f5bf06bda406cb3fe1a07cda4f465c95e99b4367441dfedb6bb7f23	13535	160d68ec5f5bf06bda406cb3fe1a07cda4f465c95e99b4367441dfedb6bb7f23	byte-identical copy
paper-frozen	paper-source.zip!/data/v22/table_6_claim_survival.csv		data/frozen/llm/v22/table_6_claim_survival.csv	5018	68eb7a5936e28bdbb9cfad59eb5268a47e72779b479ad9dd5f168c2ff523acc6	5018	68eb7a5936e28bdbb9cfad59eb5268a47e72779b479ad9dd5f168c2ff523acc6	byte-identical copy
paper-frozen	paper-source.zip!/data/v22/trackwise_primary_dose_results.parquet		data/frozen/llm/v22/trackwise_primary_dose_results.parquet	124847	f6c6db6f9f39149ba9490f8c267e6b47e0e074cb86f1e72c3867ef2ddc41925f	124847	f6c6db6f9f39149ba9490f8c267e6b47e0e074cb86f1e72c3867ef2ddc41925f	byte-identical copy
paper-frozen	paper-source.zip!/data/v22/vector_audit/data.py		experiments/llm/analysis/vector_reference/data.py	37571	a7bbe1d6b6ac2b68c32c43718a2715a974e499001d18331a12d8bfe5ed186f19	37571	a7bbe1d6b6ac2b68c32c43718a2715a974e499001d18331a12d8bfe5ed186f19	byte-identical copy
paper-frozen	paper-source.zip!/data/v22/vector_audit/sensitivities.py		experiments/llm/analysis/vector_reference/sensitivities.py	35770	4dcfa2aeb425c11abf97de5c0718adc72ceb1545ff81b6bdfca029938de0e252	35770	4dcfa2aeb425c11abf97de5c0718adc72ceb1545ff81b6bdfca029938de0e252	byte-identical copy
paper-frozen	paper-source.zip!/data/v22/vector_audit/stage_11_vector_sensitivity.json		data/frozen/llm/v22/vector_audit/stage_11_vector_sensitivity.json	797	4206cfc62c467b18ebe60771fde8c0cfb7c4f0992be7f85db1140f0a37f2d3a4	797	4206cfc62c467b18ebe60771fde8c0cfb7c4f0992be7f85db1140f0a37f2d3a4	byte-identical copy
paper-frozen	paper-source.zip!/data/v22/vector_audit/trackwise_vector_results.parquet		data/frozen/llm/v22/vector_audit/trackwise_vector_results.parquet	146712	1604bc3b71ba193fea699dec26ec24965230a73435ba69588e9f1bf82e1a05a9	146712	1604bc3b71ba193fea699dec26ec24965230a73435ba69588e9f1bf82e1a05a9	byte-identical copy
paper-frozen	paper-source.zip!/data/v22/vector_audit/trackwise_vector_scalar_columns.csv		data/frozen/llm/v22/vector_audit/trackwise_vector_scalar_columns.csv	632795	d3c8ad0a9b77f8c43def3f9119e32d9d99d98c4e29d8d4d5b6188592a502155e	632795	d3c8ad0a9b77f8c43def3f9119e32d9d99d98c4e29d8d4d5b6188592a502155e	byte-identical copy
llm-v2	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2/src/pier_llm/__init__.py		experiments/llm/inference/v2/src/pier_llm/__init__.py	71	c80fda6177be76c60e206af7283417239e25dd1350c35295732e3d39d69a07c5	71	c80fda6177be76c60e206af7283417239e25dd1350c35295732e3d39d69a07c5	byte-identical copy
llm-v2	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2/src/pier_llm/analysis.py		experiments/llm/inference/v2/src/pier_llm/analysis.py	25869	a21278f65a66f9ced30c25917ad8f6d678e700f809d9ecc2ccd8f1652c5d6ddc	25869	a21278f65a66f9ced30c25917ad8f6d678e700f809d9ecc2ccd8f1652c5d6ddc	byte-identical copy
llm-v2	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2/src/pier_llm/data_prep.py		experiments/llm/inference/v2/src/pier_llm/data_prep.py	27953	1f8f86b978a1009f350251901005b47b4ff92b741b629932f6197adae28d7bac	27953	1f8f86b978a1009f350251901005b47b4ff92b741b629932f6197adae28d7bac	byte-identical copy
llm-v2	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2/src/pier_llm/inference.py		experiments/llm/inference/v2/src/pier_llm/inference.py	27860	acbde1181a33aa743863286ee02a6267942fb5ce816b609a4958fb3f581257d8	27860	acbde1181a33aa743863286ee02a6267942fb5ce816b609a4958fb3f581257d8	byte-identical copy
llm-v2	/work/Users/leiyo/PIER_LLM_ECOSYSTEM_GOLDMINE_V2/src/pier_llm/model_prestage.py		experiments/llm/inference/v2/src/pier_llm/model_prestage.py	19572	8c0906320e75681dbba37215eb70e0702c81f2cdd9684d50f341080bea574d83	19572	8c0906320e75681dbba37215eb70e0702c81f2cdd9684d50f341080bea574d83	byte-identical copy
